GATC
Arbiter(B2)	5	2	2	3	4	8	7	2	6	8	3	5	3	3	4	7	5	2	2	3	1	1	4	3	4	5	5	2	4	7	9	2	4	6	3	7	5	8	5	3	3	4	8	6	5	5	4	7	2	1	1	2	1	4	4	6	4	5	4	6	3	5	4	2	3	3	2	5	3	3	0	2	2	2
Ares(B2)	5	3	2	3	3	8	6	1	6	5	4	4	3	3	3	8	4	1	1	2	0	2	4	4	4	5	5	3	4	7	9	3	4	6	3	6	2	4	4	3	3	4	8	5	5	4	4	7	2	1	1	2	2	4	4	5	5	5	4	7	3	5	4	2	3	3	3	5	3	3	0	2	2	3
Eaglehorse(B2)	5	4	2	2	4	8	6	1	6	6	3	5	3	2	3	6	4	2	1	2	1	2	4	3	4	5	4	4	4	6	9	3	4	6	3	7	5	8	2	3	3	4	8	5	6	4	4	7	1	1	1	2	1	4	4	6	5	5	3	5	2	5	4	2	4	3	3	4	1	3	0	2	2	3
Hedgerow(B2)	5	2	2	3	4	8	7	2	6	8	4	3	3	2	3	7	6	2	1	3	1	1	4	3	4	5	5	2	3	6	9	2	4	6	4	6	5	8	5	3	3	3	9	6	4	4	4	7	3	1	1	3	1	5	4	5	4	5	4	4	3	5	4	2	4	3	2	5	3	3	0	2	2	3
Kheth(B2)	5	3	2	2	4	8	6	1	6	5	4	5	3	3	3	8	4	1	1	2	0	2	4	4	4	5	5	2	4	7	9	3	4	6	3	6	6	8	3	4	2	4	8	5	6	5	4	7	1	1	1	3	2	4	4	6	4	5	4	6	2	5	4	2	2	3	3	5	2	3	0	2	2	3
Laurie(B2)	5	4	3	2	5	8	6	1	5	5	3	5	2	2	4	7	4	1	2	2	0	2	5	4	4	4	5	3	6	7	8	3	3	6	9	3	1	1	4	5	2	6	9	5	4	5	6	4	2	0	3	1	5	3	9	3	4	5	3	4	2	5	4	3	5	2	5	4	4	2	2	3	2
LizLemon(B2)	5	3	3	2	4	8	7	2	5	8	4	4	3	2	4	7	4	2	2	3	1	1	4	5	4	5	5	2	3	6	9	2	4	6	6	7	5	9	4	2	3	3	9	8	5	5	4	7	3	1	1	3	2	5	4	6	4	5	4	6	3	5	5	2	3	3	2	4	3	3	0	2	2	3
Qyrzula(B2)	5	2	2	3	4	8	7	2	6	8	4	5	3	3	4	7	5	2	2	3	1	1	4	3	4	5	5	2	3	8	9	2	4	6	3	8	1	3	4	2	3	3	9	7	5	4	4	7	3	1	1	3	2	5	4	6	4	6	4	6	3	5	4	2	4	3	1	4	3	3	0	2	2	2
Rosebush(B2)	5	3	3	2	4	8	7	2	5	8	4	4	3	3	3	8	5	2	1	2	1	1	4	4	4	5	5	2	3	6	9	2	4	6	5	6	5	8	5	2	3	3	9	7	5	4	4	7	3	1	1	3	1	5	4	6	3	6	4	4	3	5	4	2	2	3	2	5	2	3	0	2	2	3
TA17A(B2)	4	3	2	3	4	8	6	2	6	5	2	5	4	2	3	7	4	1	1	2	0	2	5	5	4	5	5	2	4	8	8	3	4	6	3	9	6	8	2	4	3	4	7	5	6	4	4	8	1	1	1	2	2	4	4	6	4	6	4	5	3	5	4	2	3	3	4	4	1	4	1	2	2	4
